headlines,article_clean,summary_clean,generated_summary,rouge1,rouge2,rougeL,generated_wc,summary_wc
CBI files case against Maha bank manager for currency fraud,The CBI on Friday raided 11 places in Maharashtra in connection with the black money case of Vaidyanath Cooperative Urban Bank worth Rs 25 crore.,"The CBI has filed a case against the manager of Vaidyanath Urban Cooperative Bank's branch in Maharashtra's Pimpri-Chinchwad area over currency fraud, reports said. Six others were booked in connection for fraudulently transporting 25 crore in demonetised currency from the bank's head office in Beed to the Ghatkopar branch to change it into legal tender.",The CBI on Friday raided 11 places in Maharashtra in connection with the black money case of Vaidyanath Cooperative Urban Bank worth Rs 25 crore.,0.3571428571428571,0.12195121951219515,0.21428571428571427,25,55
Women are doing better than men in B'wood: Masaan director,"Even as he agrees that one cannot deny the existence of nepotism in Bollywood, filmmaker Neeraj Ghaywan, who bagged the National Award for his debut film Masaan, believes the issue has been blown out of proportion. I think the issue (of nepotism) is overblown and has turned pointless now. I agree that we need acknowledge that it exists and there is a certain set of privileges that these actors enjoy. But beyond that, there isn t much to say, the filmmaker told Hindustan Times.Richa Chadha in a still from Masaan.Talking about his favourite actors, Neeraj said, Deepika Padukone and Ranbir Kapoor are two actors I would like to work with. I think Piku was one of Deepika s best and among Ranbir s films, I really liked Rocket Singh. I believe the women are doing much better than the men nowadays. They are experimenting more with their roles, he added.The filmmaker was talking on the sidelines of launch of an advertisement video he created for Quaker Oats campaign Fuel For The Real Fit . The idea was their (the ad agency s) but I liked it and wanted to build upon it in a real background. We are all real heroes giving our extra efforts and we need that dignity and recognition for the efforts, he said about the five-minute video.Follow @htshowbiz for more","Director Neeraj Ghaywan, whose debut film 'Masaan' won him the National Film Award for Best First Film of a Director, has said that women are doing much better than men in Bollywood. ""They are experimenting more with their roles,"" added Neeraj. He further said that he would like to work with Deepika Padukone as he loved her performance in 'Piku'.",Neeraj Ghaywan bagged the National Award for his debut film Masaan. The filmmaker was talking on the sidelines of launch of an advertisement video.,0.23809523809523808,0.12195121951219512,0.19047619047619044,24,60
Five-legged lamb born in UK named after Tom Hanks character,"London, Mar 18 (PTI) A five-legged lamb has been born at a farm in the UK and named after a Tom Hanks character. The Texel Mule cross was born on Thursday in Derbyshire and farm owner Mark Bayley said he was totally healthy. The Bayley family nicknamed the young male Forrest in the hope his extra limb gives him the same love of running as film character Forrest Gump. Bayley said although it was tempting to sell Forrest for meat, he would probably be kept as a family pet, the BBC reported. The extra limb, which sits just behind Forrests left front leg, is slightly shorter than the other four so is not interfering with his mobility at the farm in Ashbourne.","A five-legged lamb which was born at a farm in the UK has been named 'Forrest' after Hollywood actor Tom Hanks' character from the 1994 film 'Forrest Gump'. The lamb was named so in the hope that its extra limb gives it the same love of running as the film's character. ""It's happy- drinking, running around,"" said the farm's owner.",The Texel Mule cross was born on Thursday in Derbyshire. The Bayley family nicknamed him Forrest in the hope his extra limb gives him the same love of running as film character Forrest Gump.,0.4489795918367347,0.22916666666666666,0.3877551020408163,34,60
Men held for posing as Delhi policemen and robbing people,"A gang of robbers who wore khaki uniform and posed as policemen to rob people in Delhi has been busted, police said on Thursday.Their latest heist was on last Saturday when they targeted jewellers in east Delhi s Mayur Vihar and made away with their car and silvery jewellery worth over Rs 17 lakh.While three men involved in the robbery have been arrested, their two associates remain on the run. Having recovered some of the robbed jewellery, police said they were hopeful of recovering much of the rest.These robbers relied on people s fear of policemen to execute their robberies. Each member of this gang would be dressed in police uniforms and would travel in two different cars, an Ertiga and an Elantra.Once they would choose a vehicle as their target, they would chase and intercept it. Then posing as policemen, they would begin checking the vehicle s documents.As soon as they would sense that the vehicle s occupants were relaxed, they would seize the opportunity to enter the vehicle and abduct them at gunpoint, said Ram Gopal Naik, DCP (crime).The kidnapped persons would then be separated and loaded into the three different vehicles before being robbed. They would then be thrown outside at an isolated stretch of road.In their latest robbery on Saturday, they had intercepted a Honda City car in which three jewellers were travelling near Star City Mall in Mayur Vihar. After robbing their car and the silver jewellery items they were carrying, they threw the jewellers on the roadside.Police said they had deployed their sources to help identify the robbers. On Wednesday, one of them tipped off the investigators about some of these robbers visited Siraspur in north Delhi to sell off some of the robbed jewellery.Police laid a trap and arrested three suspects, Bharat Bhushan, Pankaj and Ravi Datta. At their instance, the police were able to recover seven kilos of the robbed silver.","Three members of a gang have been arrested for wearing khaki uniform and posing as policemen to rob people in Delhi. The gang dressed as policemen would reportedly check the target vehicle's documents, rob the occupants at gunpoint, and then throw them outside at an isolated stretch of road. Two other members of the gang are still on the run.","Gang of robbers wore khaki uniform and posed as policemen to rob people in Delhi. Their latest heist was on last Saturday when they targeted jewellers in east Delhi s Mayur Vihar and made away with their car and silvery jewellery worth over Rs 17 lakh. Three men involved in the robbery have been arrested, their two associates remain on the run.",0.4065040650406504,0.23140495867768598,0.30894308943089427,62,60
AAP's Delhi MLA Jarnail Singh quits to take on Punjab CM,"Delhi AAP MLA Jarnail Singh today said he has resigned from the Delhi Assembly to contest against Punjab Chief Minister Parkash Singh Badal.""I sent my resignation to Speaker Ram Niwas Goel on Thursday,"" Singh, a former journalist, told IANS.The Aam Aadmi Party has fielded Jarnail Singh from Lambi in Punjab to take on five-time Chief Minister Badal of the Akali Dal.Jarnail Singh has been actively campaigning for the AAP for many months. He was elected to the Delhi Assembly in February 2015 from Rajouri Garden.Punjab goes to the polls on February 4.The India Today-Axis Opinion Poll has predicted a Congress comeback in Punjab, with the AAP likely to be the second largest party.WATCH: India Today Axis-Opinion Poll: Congress to make comeback in Punjab, BJP set to conquer Uttarakhand and Goa",Delhi AAP MLA Jarnail Singh on Friday said he has resigned from the Delhi Assembly to contest against five-time Punjab CM Parkash Singh Badal of the Akali Dal in the upcoming Assembly elections. Jarnail Singh was elected to the Delhi Assembly in February 2015 from Rajouri Garden constituency. Punjab polls are scheduled on February 4 and results on March 11.,Jarnail Singh has been actively campaigning for the AAP for many months. He was elected to the Delhi Assembly in February 2015 from Rajouri Garden. India Today-Axis Opinion Poll has predicted a Congress comeback in Punjab.,0.42857142857142855,0.25,0.3469387755102041,36,60
Email prankster fooled fired Trump media chief thrice,"A suspected British prankster appears to have conned White House officials including Anthony Scaramucci into replying to him after pretending in email correspondence to be several different members of the Trump team.The man, who goes by the Twitter handle @SINON_REBORN, posed as Jared Kushner well enough to convince homeland security adviser Tom Bossert to reply to him, according to CNN. Bossert included his personal email address in the exchange.Named director of communications after having been denied a White House role earlier, the New York financier and Republican fundraiser promptly threatened to fire everyone in his team over leaks. He also staged a combative and contradictory briefing room debut and talkshow tour; sought to bat away questions about suspiciously liberal pronouncements in his past and support for Trump s Republican enemies; deleted tweets; warred openly with the former chief of staff, Reince Priebus, and seemingly forced him out; compared the struggle to take healthcare away from millions of Americans to Lincoln s battle against slavery; poured obscene invective about leakers, Priebus and Steve Bannon down the phone to a New Yorker reporter; missed the birth of his son; saw his wife file for divorce; and was asked to resign.Trump s first national security adviser one of four generals the president has employed resigned after it was revealed he misled Vice-President Mike Pence over his contacts with Russians during the election campaign. It was later reported that Yates had warned the White House Flynn was vulnerable to Russian blackmail.The most shocking firing of them all. Trump sacked his FBI director, by messenger rather than in person, as congressional and justice department investigations into links between Trump aides and Russia gathered pace. Lest anyone retain any doubt about why Trump pressed the big red button, he told NBC in a primetime interview the firing was tied to this Russia thing . The reverberations will be felt for some time yet.The long-suffering but loyal surrogate for the president handed in his resignationin response to Scaramucci s appointment. A Republican insider and Priebus ally, he never settled into the press secretary role after an infamous debut in which he angrily insisted Trump s fantastic version of crowd sizes at the inauguration were true. Achieving by way of Melissa McCarthy s lethal Saturday Night Live impression a somewhat dubious celebrity, his days at the White House were long rumoured to be numbered. His departure on a point of principle having seemingly been justified only 10 days later, he may now claim a sort of hollow vindication.The former Republican National Committee chair stayed loyal at least in public to Trump through Friday, when he was told his time was up. He stayed loyal after handing in his resignation too, rhapsodising about the president and his mission in interviews with CNN and, of course, Fox News. But it seemed Priebus s card had alway been marked, less over his initial blocking of Scaramucci, which enraged the Mooch, or by his closeness to the House speaker, Paul Ryan, than by his private advice to Trump to quit the presidential race after 8 October, when the infamous Access Hollywood Gropegate tape was published. The Washington Post reported that Priebus was thus never considered a member of the Oct 8th coalition , a name for the inner cabal of Trumpites who have never wavered, however low their boss s reputation has sunk.The man also fooled Scaramucci, the White House communications director who was fired on Monday, by pretending to be Reince Priebus, the former Trump administration chief of staff with whom he was believed to be in open warfare.In a series of emails, the man posing as Priebus baited Scaramucci, accusing him of being breathtakingly hypocritical and saying at no stage have you acted in a way that is remotely classy .Scaramucci responded: You know what you did. We all do. Even today. But rest assured we were prepared. A Man would apologize. The heated exchange continued, with the prankster writing: I can t believe you are questioning my ethics! The so called Mooch , who can t even manage his first week in the White House without leaving upset in his wake. I have nothing to apologize for. Scaramucci replied: Read Shakespeare. Particularly Othello. You are right there. My family is fine by the way and will thrive. I know what you did. No more replies from me. The White House has confirmed it is looking into the matter. We take all cyber related issues very seriously and are looking into these incidents further, press secretary Sarah Huckabee Sanders told CNN.Reince (me) giving @Scaramucci something to think about. He never replied haha pic.twitter.com/hutjACmogRAn excerpt of what I emailed to @Scaramucci whilst playing the part of Jon Huntsman Jr. Apparently this didn't seem out of the ordinary ! pic.twitter.com/6INHJi3KCDThe man, who described himself as a lazy anarchist on his Twitter profile, told CNN that his actions were meant to be humorous not malicious. I m not trying to get the keys to the vault or anything like that. He has previously convinced Scaramucci that he was the ambassador to Russia-designate Jon Hunstman and tricked Hunstman himself into believing he was the president s son Eric Trump. He also fleetingly convinced Eric Trump he was his brother, Donald Jr.","A self-styled email prankster, known as @SINON_REBORN on Twitter, has fooled recently-fired White House Communications Director Anthony Scaramucci thrice. The prankster fooled Scaramucci by posing as recently-fired Chief of Staff Reince Priebus, as a Russian envoy and finally as one of his friends. The prankster said he targeted Scaramucci because he had used mental health issues as a ""put down"".","The man, who goes by the Twitter handle @SINON_REBORN, posed as Jared Kushner well enough to convince homeland security adviser Tom Bossert to reply to him. The man also fooled Scaramucci, the White House communications director who was fired on Monday, by pretending to be Reince Priebus.",0.32142857142857145,0.1272727272727273,0.17857142857142858,47,60
Murder accused shoot dead 18-yr-old witness in Delhi,"Two murder accused shot dead an 18-year-old witness in northwest Delhi s Mahendra Park on Sunday night.Police said the victim, Jeet, was returning home with his brother, Ajeet, after buying groceries when he was confronted by two men. The men, both accused in a murder case and had been absconding, stopped Jeet, snatched the groceries and before he could react, shot at him.The bullet first hit Jeet in the arm and he fell on the ground. When Ajeet tried to help his brother, he was also pushed to the ground. The duo then reportedly got up and started running on the road, but the accused fired two more shots, one of which hit Jeet in the spine.Milind Dumbere, DCP (Northwest) confirmed the incident and said the police have registered a case and formed teams to nab the men.Sources said the two accused along with three others, had murdered Jeet s friend in June this year. Police said Jeet was also attacked during the murder. Jeet was the complainant in the case and was to testify against the accused in the court. The two men were earlier friends with Jeet but they had a fallout following which they tried to kill him and his friend. In that murder case, the police had managed to arrest three people but these two had been absconding.Ajeet told the police that he and Jeet were shouting for help but no one came to their rescue. After Jeet collapsed on the road when a bullet him him in the spine, the shooters came close to him and fired another shot in the abdomen. Following the incident, Jeet s family went to the house of the suspects and set their jhuggi in Jahangirpuri A-block on fire. The locals also protested, demanding the arrest of the two men who had previously been involved in criminal cases. Ajeet, a witness, stated that when he tried to intervene, the men threatened to shoot him and thrashed him. He also said that he and Jeet tried to flee, but the men chased them and gunned Jeet down, a police officer said. He also told the police that Jeet was attacked by the two men earlier as well and he can identify them, he said.Ajeet then rushed to his home and informed his family about the incident. The family then informed the police. A police van rushed Jeet to a nearby hospital but he had died on the spot.","Two murder accused, who had been absconding, allegedly shot dead an 18-year-old witness, Jeet, in Delhi s Mahendra Park on Sunday night. As per reports, the two accused, along with three others, had murdered the victim's friend in June this year. Jeet was the complainant in the case and was to testify against the accused in the court.","Two murder accused shot dead an 18-year-old witness in northwest Delhi s Mahendra Park on Sunday night. Police said the victim, Jeet, was returning home with his brother, Ajeet, after buying groceries when he was confronted by two men. The men, both accused in a murder case and had been absconding, stopped Jeet and snatched the groceries.",0.6000000000000001,0.33898305084745767,0.45,57,57
?93 L in new notes seized from B'luru note conversion racket,"Bengaluru, Dec 13 (PTI) Unearthing a racket involved in illegal conversion of demonetised notes, the ED has arrested seven alleged middlemen and seized Rs 93 lakh in new currency in Karnataka as part of its money laundering probe. Officials said the agency placed the seven, including the relative of a government official, under arrest late yesterday under provisions of the Prevention of Money Laundering Act (PMLA). Rs 93 lakh in new notes of Rs 2000 have been seized in the case, they added. Officials said the action was taken as part of a probe in a case where the Income Tax department had recently seized Rs 5.7 crore cash in new currency and the Enforcement Directorate had booked a money laundering case against a government engineer and others based on a CBI FIR in the case. The modus operandi adopted by the alleged middlemen, officials said, was unearthed after ED officials launched a special operation and themselves posed as customers looking to get old currency changed illegally, after paying commission to the said middlemen.",The Enforcement Directorate (ED) has busted a Bengaluru racket involved in the illegal conversion of demonetised notes and seized 93 lakh in new notes. The ED officials posed as customers looking to get old currency changed illegally and arrested seven alleged middlemen. The middlemen were reportedly charging 15-35% commission to convert money in alleged connivance with bank officials.,"The seven, including the relative of a government official, were arrested late yesterday. Officials said the action was taken as part of a probe in a case where the Income Tax department had recently seized Rs 5.7 crore cash.",0.2828282828282828,0.0,0.1414141414141414,39,58
"Andhra capital will be bigger, better than Hyderabad: CM","Andhra Pradesh Chief Minister Chandrababu Naidu today said he will build a ""bigger, better city"" in Amaravati than Hyderabad when the latter becomes the capital of Telangana in 2024. ""I will build a bigger, better city than Hyderabad. Amaravati, the Andhra capital, will be the best city in India,"" Naidu told Consulting Editor Rajdeep Sardesai at the India Today South Conclave in Chennai. When Telangana was formed in 2014, it was decided that Hyderabad will remain the shared capital between the two states till 2024. ""A water grid, world class capital city Amaravati and human resource development are the three top priorities of my government. Rest all will fall in place,"" he said. ""People should remember me forever. I will make an Andhra Pradesh model,"" the Telugu Desam Party (TDP) chief said at the session titled 'The Great Digital Leap'.ON DEMONETISATIONMaking a U-turn, Naidu today said demonetisation was good for the country. The BJP ally at the Centre had earlier questioned the move to ban Rs 500 and Rs 1000 notes, saying he did not know if there is a solution to the cash crisis.","Andhra Pradesh Chief Minister Chandrababu Naidu on Tuesday said he will build a ""bigger, better city"" in Amaravati, the Andhra capital, than Hyderabad when the latter becomes the capital of Telangana in 2024. ""People should remember me forever. I will make an Andhra Pradesh model,"" he added. Notably, Hyderabad will be the shared capital between the two states till 2024.","Andhra Pradesh Chief Minister Chandrababu Naidu said he will build a ""bigger, better city"" in Amaravati than Hyderabad when the latter becomes the capital of Telangana in 2024. ""People should remember me forever. I will make an Andhra Pradesh model,"" he said.",0.803921568627451,0.76,0.803921568627451,42,60
Corruption evidence against Modi bullet-proof: Rahul Gandhi,"Congress vice-president Rahul Gandhi could not deliver on his promise of causing ""an earthquake"" in Parliament by revealing the damaging information relating to ""Prime Minister Narendra Modi's personal involvement in corruption"", but he has assured his party MPs that he has ""solid proof"".""Read my lips. The Prime Minister is personally terrified with the information that I have. I have information on the personal corruption of the Prime Minister,"" Rahul told reporters on Wednesday.Rahul is reported to have told his MPs at a special briefing held in New Delhi last evening that he had done due diligence and the evidence available with him was unimpeachable.ALSO WATCH To substantiate his claim of having the proof, the 46-year-old leader is reported to have used words like ""bullet-proof"" and ""solid"". He also told the MPs that the revelations will indeed cause an ""earthquake"".ALSO READ: Modi personally involved in corruption, terrified with information I have: Rahul RAHUL RAISES STAKESThough the Congress vice-president did not share the details of the information he had in his possession, he assured them that he had verified the information. ""Whenever it becomes public, it will have the affect of a political earthquake,"" he is reported to have told his partymen.Rahul was interacting informally with his party MPs after an extensive two-hour briefing and question-and-answer session on demonetisation. He urged the MPs to fan out in their respective areas and highlight the problems being faced by the people following the banning of Rs 500 and Rs 1000 notes last month.ALSO READ: Why isn't Rahul Gandhi revealing what info he has on PM Modi: BJP, Kejriwal In his battle with Modi over demonetisation, Rahul has considerably raised the stakes by accusing him of corruption. Unless he comes out with credible proof, he could end up damaging his own credibility. He also runs the risk of people not taking him seriously.With Parliament now adjourned till Friday - the last day of the winter session - it's unlikely that Rahul will get a chance to speak on Friday. In the days ahead, the pressure is likely to mount on him to reveal to the public the evidence he has against Modi.","As per reports, Congress Vice-President Rahul Gandhi on Wednesday said to his party MPs at a special briefing that the corruption evidence he has against PM Narendra Modi is 'bullet-proof' and 'solid'. Claiming that he has gone through the evidence thoroughly and it is unimpeachable, Gandhi added, ""Whenever it becomes public, it will have the effect of a political earthquake.""","Congress vice-president Rahul Gandhi has assured his party MPs that he has ""solid proof"" The 46-year-old leader is reported to have used words like ""bullet-proof"" and ""solid"" He also told the MPs that the revelations will indeed cause an ""earthquake""",0.5094339622641509,0.23076923076923075,0.3773584905660377,40,60
Bihar court makes first conviction under anti-liquor law ,"Jehanabad (Bihar), Jul 10 (PTI) Consuming liquor in this central district of the dry state of Bihar has proved costly for two brothers with a court sentencing them to five years in jail and slapping a fine of Rs one lakh each. Additional District and Sessions Judge T N Tripathi held the duo guilty under the Bihar Prohibition And Excise Act, 2016. Besides sentencing the two brothers, Mastan Manjhi and Senter Manjhi, both residents of Oota locality under town police station of the district, to five years in jail, the court also imposed a fine of Rs one lakh each on them.","A Bihar district court has sentenced two brothers to a five-year jail term and imposed a fine of 1 lakh each for drinking, reportedly in the first conviction under the state's anti-liquor law. The brothers, both daily wagers, were arrested on May 29 this year. More than 25,000 people have been charged with violating the prohibition law in Bihar.","Brothers Mastan and Senter Manjhi found guilty under Bihar Prohibition And Excise Act, 2016. The court also imposed a fine of Rs one lakh each on them. The two brothers, both residents of Oota locality under town police station of the district.",0.38095238095238093,0.11650485436893203,0.22857142857142854,42,59
Jayalalithaa will not be declared a convict in DA case: SC,"Jayalalithaa will not be declared a convict in the disproportionate assets case, the Supreme Court ruled today. The apex court dismissed Karnataka government's review petition to declare former chief minister of Tamil Nadu J Jayalalithaa a convict in the DA case.The Congress-led Karnataka government also wanted Rs 100 crore fine imposed by the trial court on Jayalalithaa to be recovered by selling her properties. This too was rejected by the Supreme Court. The Karnataka government argued that for the state to recover the Rs 100 crore penalty, the former Tamil Nadu chief minister had to be held guilty. In its review petition to the Supreme Court, the Karnataka government had said that apex court's decision to abate proceedings against late Jayalalithaa was an ""error apparent on the face of record"". In February, the Supreme Court had set aside the Karnataka High Court judgment of May 2015 which had acquitted Sasikala Natarajan and former Tamil Nadu chief minister Jayalalithaa. The Supreme Court had upheld the trial court's judgment convicting Sasikala in the 21-year-old disproportionate assets case. The apex court had said that since Jayalalithaa is no more, the proceedings against her will be abated.ALSO READ:Sasikala convicted in DA case, she must serve remaining jail term, rules Supreme Court","The Supreme Court on Wednesday ruled that former Tamil Nadu Chief Minister Jayalalithaa will not be declared a convict in the disproportionate assets case. The court dismissed Karnataka government's review petition seeking to declare the deceased AIADMK leader a convict and recover a 100-crore fine by selling her properties. Earlier, the court had convicted AIADMK leader Sasikala in the case.","Jayalalithaa will not be declared a convict in the disproportionate assets case, the Supreme Court ruled today. The apex court dismissed Karnataka government's review petition to declare former chief minister of Tamil Nadu a convict. The Congress-led Karnatakagovernment also wanted Rs 100 crore fine imposed by the trial court on JayalAlithaa to be recovered by selling her properties.",0.7377049180327869,0.4999999999999999,0.5081967213114755,58,60
Assam proposes denying govt jobs for those with over 2 kids,"A draft population policy of the Assam government has suggested that people with more than two children will be denied government jobs. The draft also said that all girls of the state will be given free education up to university. Briefing media in state capital, Assam's Health Minister Himanta Biswa Sarma said that this is a draft population policy and that they have suggested that people having more than two children will not be eligible for any government jobs.""This is a draft population policy. We have suggested that people having more than two children will not be eligible for any government jobs,"" Biswa Sarma said.",The Assam government's draft population policy proposes that people with more than two children should be denied government jobs. The two-child norm would also be applicable for all candidates in elections conducted by the state election commission. The draft also proposed that all girls in the state be given free education up to university level.,The draft also said that all girls of the state will be given free education up to university. Assam's Health Minister Himanta Biswa Sarma said that this is a draft population policy.,0.4666666666666667,0.2954545454545454,0.3333333333333333,32,55
Plane escorted by jets was training flight for pilot: Report,"New Delhi, Feb 21 (PTI) The Jet Airways aircraft flying from London, which lost contact with the ATC over European airspace while on its way to Mumbai, was a training flight for the pilot-in-command at the time of the incident, sources said. The incident happened on February 16 when the Mumbai- London flight 9W-118, carrying 330 passengers and 15 crew members, lost contact with the Air Traffic Control (ATC) reportedly for almost 33 minutes. ""It was a training flight for the pilot on the commanders seat when it lost contact with the ATC due to frequency goof- up. Though, the Czech aviation authorities tried contacting the pilot of the flight 9W-118 on emergency frequency, the pilot missed it due to howling noise,"" airline sources said. A response from Jet Airways on the issue was awaited. According to information, the flight remained out of touch of ATC for nearly 33 minutes when it was flying over Czech airspace. While flying from Bratislava to Prague, 9W-118 was on correct frequency (132.890MHz) as it transmitted and acknowledged the messages.","The London-Mumbai Jet Airways flight that was escorted by German fighter jets after it lost contact over European airspace was a training flight for the pilot-in-command, according to reports. The flight lost contact with Air Traffic Control due to a ""frequency goof-up"" and its pilot missed contact attempts on emergency frequency ""due to howling noise,"" the reports added.","Mumbai-London flight 9W-118, carrying 330 passengers and 15 crew members, lost contact with the Air Traffic Control (ATC) for almost 33 minutes. Czech aviation authorities tried contacting the pilot of the flight on emergency frequency, the pilot missed it due to howling noise. A response from Jet Airways on the issue was awaited.",0.5470085470085471,0.22608695652173913,0.2905982905982906,53,58
No. of visitors at peafowl sanctuary up after Raj HC remark,"Days after a Rajasthan High Court judge said that peacocks do not have sex and peahens get pregnant by drinking the tears of peacocks, the number of visitors at Choolannur sanctuary in Palakkad, Kerala, has gone up.People are queuing up at the Choolannur pea fowl sanctuary to see if and how tears of peacocks can impregnate peahens.Since Rajasthan High Court judge Mahesh Chandra Sharma made the startling comment on May 31 and set the social media on fire, the sanctuary in Palakkad has witnessed the average number of daily visitors going up from a measly 10-12 to 200-300 in the last fortnight.SHOWING VISITORS THE REAL PICTUREThe authorities at the Palakkad sanctuary, however, have taken it upon themselves to educate people about the mating habits of peacocks and show them the 'real' picture.Officials at the sanctuary show videos on mating pattern of peacocks to inquisitive visitors and tell them that unlike what the Rajasthan High Court judge said, peacocks mate just like any other bird.Forester T G Babu explains to visitors how exactly do peacocks mate with peahens: ""The peacocks spread their feathers and strut around the peahen. Once the peahen shows her willingness, the peacock mounts on the peahen and fertilises the eggs through muscular spasms"".The Choolannur sanctuary has close to 300 pea fowls. It was established in 2007 and named after famous ornithologist Induchoodan or K K Neelakantan.These days, the sanctuary has become a school for those who want to learn about the mating habits of peacocks. ALSO READ:Rajasthan High Court judge says peacocks don't have sex: How do you think peacocks reproduce","The number of daily visitors at Choolannur peafowl sanctuary in Kerala has gone up from 10-12 to 200-300 after a Rajasthan High Court judge said that peahens get pregnant by drinking the tears of peacocks. ""Once the peahen shows her willingness, the peacock mounts on the peahen and fertilises the eggs through muscular spasms,"" the foresters explain to the visitors.","Rajasthan High Court judge Mahesh Chandra Sharma made the startling comment on May 31. The sanctuary in Palakkad, Kerala, has witnessed the average number of daily visitors going up from a measly 10-12 to 200-300 in the last fortnight.",0.4854368932038835,0.25742574257425743,0.2524271844660194,39,60
Women cut private parts of Armymen in revenge for rape: Azam,"In a shocking remark, Samajwadi Party leader Azam Khan today said the excesses of the Army in Jammu and Kashmir and other sensitive areas forced women to chop off the private parts of soldiers in revenge.""Soldiers have been beaten by women in Kashmir, Jharkhand and Assam and their private parts were also chopped off... India's truth is that women are forced to act against Army rapists. It is a message that Hindustan should be ashamed of,"" Khan, notorious for his controversial remarks, said at an event in his bastion Rampur in western Uttar Pradesh.""India is deviating from its path after six decades and is adopting the path of bullet instead of ballot and the result is there for everybody to see,"" the former Uttar Pradesh minister said.Last month, Khan had asked people to keep womenfolk indoors to protect them from molesters. The statement had come in the backdrop of molestation and groping of two women by over a dozen youths in Rampur.#WATCH Senior SP leader Azam Khan's statement on the Army pic.twitter.com/17v4x6I92AA video clip that went viral on social media showed the youths accosting two women, groping and molesting them while they repeatedly pleaded and begged to let go.""After the Bulandshahr incident, everyone should try to keep women of the family indoors. Girls should not go to places where there is naked dance of shamelessness,"" said Azam Khan while referring to the July 2016 gang rape of a minor and her mother in Bulandshahr.Khan has a penchant for making controversial statements. He was made to apologise by the Supreme Court for calling the Bulandshahr case a ""political conspiracy"".ALSO READ:","Samajwadi Party leader Azam Khan has accused the Indian Army of raping women in Kashmir, Jharkhand, and Assam, and added that females beat up soldiers and cut their private parts in revenge. ""India's truth is that women are forced to act against Army rapists. It is a message that Hindustan should be ashamed of,"" Khan added.",Samajwadi Party leader Azam Khan said the excesses of the Army in Jammu and Kashmir and other sensitive areas forced women to chop off the private parts of soldiers in revenge. Khan has a penchant for making controversial statements.,0.5,0.14893617021276595,0.3125,39,56
